created,uuid,link
2024-06-02 10:00:49,517d39e2-66c6-48f3-a8e4-f22b4de95f21,https://s3.ritm.media/yappy-db-duplicates/517d39e2-66c6-48f3-a8e4-f22b4de95f21.mp4
2024-06-02 11:09:56,5150146c-2ebe-48f4-84ef-363d6fb73b5b,https://s3.ritm.media/yappy-db-duplicates/5150146c-2ebe-48f4-84ef-363d6fb73b5b.mp4
2024-06-02 11:34:26,2c29d956-9c02-483f-ae8a-d934b9dd1f41,https://s3.ritm.media/yappy-db-duplicates/2c29d956-9c02-483f-ae8a-d934b9dd1f41.mp4
2024-06-02 13:02:19,3e31b2fa-5eda-451d-95a6-06a65c2fdcaf,https://s3.ritm.media/yappy-db-duplicates/3e31b2fa-5eda-451d-95a6-06a65c2fdcaf.mp4
2024-06-03 01:48:21,42fbf1a0-2f00-4194-9733-675e19947a9e,https://s3.ritm.media/yappy-db-duplicates/42fbf1a0-2f00-4194-9733-675e19947a9e.mp4
2024-06-03 02:37:42,0ba5a040-d115-4228-852b-8ce42c96657c,https://s3.ritm.media/yappy-db-duplicates/0ba5a040-d115-4228-852b-8ce42c96657c.mp4
2024-06-03 12:23:59,099711b2-1f39-4b56-92c3-25194239b866,https://s3.ritm.media/yappy-db-duplicates/099711b2-1f39-4b56-92c3-25194239b866.mp4
2024-06-03 12:54:28,31f0b3e9-2720-4cc8-b57b-bd7020af238e,https://s3.ritm.media/yappy-db-duplicates/31f0b3e9-2720-4cc8-b57b-bd7020af238e.mp4
2024-06-03 13:10:26,39d6dcff-212d-421c-bc0e-e05bdd8060d4,https://s3.ritm.media/yappy-db-duplicates/39d6dcff-212d-421c-bc0e-e05bdd8060d4.mp4
2024-06-03 16:31:04,049949e0-ad9d-49e0-9cc8-b311e4071f52,https://s3.ritm.media/yappy-db-duplicates/049949e0-ad9d-49e0-9cc8-b311e4071f52.mp4
2024-06-03 20:58:03,123df5b5-b60a-4ad8-b7eb-bdc5c5a5216d,https://s3.ritm.media/yappy-db-duplicates/123df5b5-b60a-4ad8-b7eb-bdc5c5a5216d.mp4
2024-06-03 23:29:01,244edefe-81f2-4f17-9806-add1f934b776,https://s3.ritm.media/yappy-db-duplicates/244edefe-81f2-4f17-9806-add1f934b776.mp4
2024-06-04 01:45:22,197b9b9a-172e-4ad0-b44e-fb78dde3c4b5,https://s3.ritm.media/yappy-db-duplicates/197b9b9a-172e-4ad0-b44e-fb78dde3c4b5.mp4
2024-06-04 02:23:50,1c2a2bd7-a6b3-4767-a0d7-76dad47636e6,https://s3.ritm.media/yappy-db-duplicates/1c2a2bd7-a6b3-4767-a0d7-76dad47636e6.mp4
2024-06-04 04:09:09,0d21cfda-39e3-42b8-be97-aff5835036cc,https://s3.ritm.media/yappy-db-duplicates/0d21cfda-39e3-42b8-be97-aff5835036cc.mp4
2024-06-04 04:10:14,2cfd6af3-7df6-4afa-8c3b-c17236c83c03,https://s3.ritm.media/yappy-db-duplicates/2cfd6af3-7df6-4afa-8c3b-c17236c83c03.mp4
2024-06-04 10:47:27,05c7017a-ba2f-4757-b3ee-e9ddf4e84918,https://s3.ritm.media/yappy-db-duplicates/05c7017a-ba2f-4757-b3ee-e9ddf4e84918.mp4
2024-06-04 12:18:29,51584483-a52d-41cc-9a3b-d837f73b3b66,https://s3.ritm.media/yappy-db-duplicates/51584483-a52d-41cc-9a3b-d837f73b3b66.mp4
2024-06-04 14:35:09,122afbc7-875b-4faf-afef-54fcc8b5c22a,https://s3.ritm.media/yappy-db-duplicates/122afbc7-875b-4faf-afef-54fcc8b5c22a.mp4
2024-06-04 16:26:41,1ecbf364-aa36-4d0e-9e1c-6bf4f6eccaf6,https://s3.ritm.media/yappy-db-duplicates/1ecbf364-aa36-4d0e-9e1c-6bf4f6eccaf6.mp4
2024-06-04 19:30:25,3c39a845-8ca6-4134-93d2-b13a5b9f9a48,https://s3.ritm.media/yappy-db-duplicates/3c39a845-8ca6-4134-93d2-b13a5b9f9a48.mp4
2024-06-04 20:29:57,4b005e08-6890-4c4b-b0cf-95dc3e1aabeb,https://s3.ritm.media/yappy-db-duplicates/4b005e08-6890-4c4b-b0cf-95dc3e1aabeb.mp4
2024-06-04 23:00:45,55fc948d-fa0e-4fa8-b073-aa69426d031c,https://s3.ritm.media/yappy-db-duplicates/55fc948d-fa0e-4fa8-b073-aa69426d031c.mp4
2024-06-05 01:53:00,fd52cbe5-012f-4451-abad-1c86c8279e8c,https://s3.ritm.media/yappy-db-duplicates/fd52cbe5-012f-4451-abad-1c86c8279e8c.mp4
2024-06-05 02:03:37,371fa0d8-a871-4d35-871d-0f2816dd54da,https://s3.ritm.media/yappy-db-duplicates/371fa0d8-a871-4d35-871d-0f2816dd54da.mp4
2024-06-05 03:51:46,5317f402-8ef3-42c5-8133-cf559e32feab,https://s3.ritm.media/yappy-db-duplicates/5317f402-8ef3-42c5-8133-cf559e32feab.mp4
2024-06-05 12:27:56,3919b7cf-f9e3-40c0-bde3-ab096ea022e0,https://s3.ritm.media/yappy-db-duplicates/3919b7cf-f9e3-40c0-bde3-ab096ea022e0.mp4
2024-06-05 13:37:32,2d9d01ee-e4cd-4ca0-9e45-eb194b45e9a6,https://s3.ritm.media/yappy-db-duplicates/2d9d01ee-e4cd-4ca0-9e45-eb194b45e9a6.mp4
2024-06-05 14:54:10,094d3a68-858d-4214-8550-59c489525e68,https://s3.ritm.media/yappy-db-duplicates/094d3a68-858d-4214-8550-59c489525e68.mp4
2024-06-05 17:42:19,21bcfdea-16bc-4fdd-9b82-28577425a7bf,https://s3.ritm.media/yappy-db-duplicates/21bcfdea-16bc-4fdd-9b82-28577425a7bf.mp4
2024-06-05 18:30:27,7f90be99-fc5a-4503-9bef-4f6fbf70f47c,https://s3.ritm.media/yappy-db-duplicates/7f90be99-fc5a-4503-9bef-4f6fbf70f47c.mp4
2024-06-05 19:13:01,6f6f5da8-f997-491d-8fe0-64d262b2ee4c,https://s3.ritm.media/yappy-db-duplicates/6f6f5da8-f997-491d-8fe0-64d262b2ee4c.mp4
2024-06-06 00:15:24,0d62849b-d3b9-47af-a285-2f638bc9ac13,https://s3.ritm.media/yappy-db-duplicates/0d62849b-d3b9-47af-a285-2f638bc9ac13.mp4
2024-06-06 01:14:40,077b6f9a-325a-4d27-a6ff-9b8098613924,https://s3.ritm.media/yappy-db-duplicates/077b6f9a-325a-4d27-a6ff-9b8098613924.mp4
2024-06-06 01:15:57,14c4bd1b-b361-4b5e-8d56-21d0ac9023ac,https://s3.ritm.media/yappy-db-duplicates/14c4bd1b-b361-4b5e-8d56-21d0ac9023ac.mp4
2024-06-06 01:38:14,185269b4-432d-4df0-a1c9-63953192572e,https://s3.ritm.media/yappy-db-duplicates/185269b4-432d-4df0-a1c9-63953192572e.mp4
2024-06-06 02:40:23,055ebd8a-e012-4fce-af47-ee2b11d4a927,https://s3.ritm.media/yappy-db-duplicates/055ebd8a-e012-4fce-af47-ee2b11d4a927.mp4
2024-06-06 06:09:48,1a7d3c01-769a-4a33-bfb8-00d56289ba7c,https://s3.ritm.media/yappy-db-duplicates/1a7d3c01-769a-4a33-bfb8-00d56289ba7c.mp4
2024-06-06 07:19:32,52494408-bcf4-4f09-92bb-b18a1ca71761,https://s3.ritm.media/yappy-db-duplicates/52494408-bcf4-4f09-92bb-b18a1ca71761.mp4
2024-06-06 09:31:59,4977bb03-0243-45c8-a934-4e07b6aa4098,https://s3.ritm.media/yappy-db-duplicates/4977bb03-0243-45c8-a934-4e07b6aa4098.mp4
2024-06-06 09:51:46,451fce51-b1ea-48d5-88af-acd47e01bde2,https://s3.ritm.media/yappy-db-duplicates/451fce51-b1ea-48d5-88af-acd47e01bde2.mp4
2024-06-06 10:04:01,cbf3948e-e8a0-4e61-858d-72b7ff2d2d43,https://s3.ritm.media/yappy-db-duplicates/cbf3948e-e8a0-4e61-858d-72b7ff2d2d43.mp4
2024-06-06 12:01:01,30b6975a-23d2-42a0-857d-5c5d06146048,https://s3.ritm.media/yappy-db-duplicates/30b6975a-23d2-42a0-857d-5c5d06146048.mp4
2024-06-06 13:35:23,502a9fbe-62a1-4635-be0a-ee836692bb0d,https://s3.ritm.media/yappy-db-duplicates/502a9fbe-62a1-4635-be0a-ee836692bb0d.mp4
2024-06-06 13:46:37,89fca4ee-4678-482b-8d6d-907dbc057151,https://s3.ritm.media/yappy-db-duplicates/89fca4ee-4678-482b-8d6d-907dbc057151.mp4
2024-06-06 13:47:24,43ff8c0f-26df-4f92-9ded-280638e0432e,https://s3.ritm.media/yappy-db-duplicates/43ff8c0f-26df-4f92-9ded-280638e0432e.mp4
2024-06-06 18:15:58,823fd9e8-e72c-412b-b6f8-555c405c0820,https://s3.ritm.media/yappy-db-duplicates/823fd9e8-e72c-412b-b6f8-555c405c0820.mp4
2024-06-06 20:31:54,559a1c3f-7469-4dc4-85e4-9757f20309c3,https://s3.ritm.media/yappy-db-duplicates/559a1c3f-7469-4dc4-85e4-9757f20309c3.mp4
2024-06-06 22:05:41,2259daaa-c985-4fd5-80b0-562b59178d14,https://s3.ritm.media/yappy-db-duplicates/2259daaa-c985-4fd5-80b0-562b59178d14.mp4
2024-06-07 00:38:18,204c815c-7a0b-409b-81ff-11c7b041c3bc,https://s3.ritm.media/yappy-db-duplicates/204c815c-7a0b-409b-81ff-11c7b041c3bc.mp4
2024-06-07 04:10:39,3687b604-9481-4def-8b3e-7162c5546363,https://s3.ritm.media/yappy-db-duplicates/3687b604-9481-4def-8b3e-7162c5546363.mp4
2024-06-07 05:16:32,0628f10a-ca4a-4a24-90d0-b39dbd9cba47,https://s3.ritm.media/yappy-db-duplicates/0628f10a-ca4a-4a24-90d0-b39dbd9cba47.mp4
2024-06-07 05:34:19,45a27498-bad4-45bd-b11f-52d5aaf062c5,https://s3.ritm.media/yappy-db-duplicates/45a27498-bad4-45bd-b11f-52d5aaf062c5.mp4
2024-06-07 06:50:03,242beefa-052f-42a0-bffe-53637bf62656,https://s3.ritm.media/yappy-db-duplicates/242beefa-052f-42a0-bffe-53637bf62656.mp4
2024-06-07 08:15:43,35b038fd-0748-4f08-a001-434d18388f0d,https://s3.ritm.media/yappy-db-duplicates/35b038fd-0748-4f08-a001-434d18388f0d.mp4
2024-06-07 08:54:29,01026d79-885d-49c5-b8a1-2bb9a603de4d,https://s3.ritm.media/yappy-db-duplicates/01026d79-885d-49c5-b8a1-2bb9a603de4d.mp4
2024-06-07 09:35:23,53c68d19-90f6-4f86-9aa8-93fdb237b6b6,https://s3.ritm.media/yappy-db-duplicates/53c68d19-90f6-4f86-9aa8-93fdb237b6b6.mp4
2024-06-07 09:47:32,47cf16c1-1f46-462f-90fd-e547579d4c0c,https://s3.ritm.media/yappy-db-duplicates/47cf16c1-1f46-462f-90fd-e547579d4c0c.mp4
2024-06-07 11:56:09,49fa74ca-221f-4113-9f34-bf68a4f987b2,https://s3.ritm.media/yappy-db-duplicates/49fa74ca-221f-4113-9f34-bf68a4f987b2.mp4
2024-06-07 20:59:27,21422c01-5dd6-4299-b892-e4267454667a,https://s3.ritm.media/yappy-db-duplicates/21422c01-5dd6-4299-b892-e4267454667a.mp4
2024-06-07 22:14:03,51b077bc-fac3-4cdb-bda4-06cd60d53af7,https://s3.ritm.media/yappy-db-duplicates/51b077bc-fac3-4cdb-bda4-06cd60d53af7.mp4
2024-06-07 22:14:33,7f3217c6-5a31-4b1c-a9f2-a8cb82e46ae3,https://s3.ritm.media/yappy-db-duplicates/7f3217c6-5a31-4b1c-a9f2-a8cb82e46ae3.mp4
2024-06-07 23:02:33,0bda6968-eec4-4757-9ebc-52ba3d3aefd4,https://s3.ritm.media/yappy-db-duplicates/0bda6968-eec4-4757-9ebc-52ba3d3aefd4.mp4
2024-06-07 23:08:38,24683acd-2f32-46d1-8536-ddaa79ddbfd5,https://s3.ritm.media/yappy-db-duplicates/24683acd-2f32-46d1-8536-ddaa79ddbfd5.mp4
2024-06-08 00:36:06,1e829cb9-d9a0-4982-9ab4-5eea1c165351,https://s3.ritm.media/yappy-db-duplicates/1e829cb9-d9a0-4982-9ab4-5eea1c165351.mp4
2024-06-08 06:53:09,1d18d597-8226-4f52-9273-be54aa577253,https://s3.ritm.media/yappy-db-duplicates/1d18d597-8226-4f52-9273-be54aa577253.mp4
2024-06-08 07:38:53,2ca38fd5-669a-43e9-a6f4-940c2dd46186,https://s3.ritm.media/yappy-db-duplicates/2ca38fd5-669a-43e9-a6f4-940c2dd46186.mp4
2024-06-08 08:41:27,1eac74d7-40ff-4fad-9af1-4900da3e7c78,https://s3.ritm.media/yappy-db-duplicates/1eac74d7-40ff-4fad-9af1-4900da3e7c78.mp4
2024-06-08 09:12:00,2ca7bcc4-eb59-4507-853a-5ff76179ecad,https://s3.ritm.media/yappy-db-duplicates/2ca7bcc4-eb59-4507-853a-5ff76179ecad.mp4
2024-06-08 09:39:25,457dc40f-0bad-4fd3-8a64-3e984776d69f,https://s3.ritm.media/yappy-db-duplicates/457dc40f-0bad-4fd3-8a64-3e984776d69f.mp4
2024-06-08 09:59:56,069d0eca-21e9-44ee-b44d-bc10099a2e21,https://s3.ritm.media/yappy-db-duplicates/069d0eca-21e9-44ee-b44d-bc10099a2e21.mp4
2024-06-08 11:01:59,da9783ba-ceac-47ed-9d8f-30b614e938dd,https://s3.ritm.media/yappy-db-duplicates/da9783ba-ceac-47ed-9d8f-30b614e938dd.mp4
2024-06-08 15:29:44,83f6b958-34b5-4d15-973a-6e9dce4f3b59,https://s3.ritm.media/yappy-db-duplicates/83f6b958-34b5-4d15-973a-6e9dce4f3b59.mp4
2024-06-08 16:23:56,e846d78e-63e7-4136-b681-6452013e50dc,https://s3.ritm.media/yappy-db-duplicates/e846d78e-63e7-4136-b681-6452013e50dc.mp4
2024-06-08 16:55:02,3c1fdd65-46cb-4d6a-982a-8aa9ed7bbaf2,https://s3.ritm.media/yappy-db-duplicates/3c1fdd65-46cb-4d6a-982a-8aa9ed7bbaf2.mp4
2024-06-08 19:56:50,3a1d73a5-27a8-4f8d-8ec9-a129bb16cf32,https://s3.ritm.media/yappy-db-duplicates/3a1d73a5-27a8-4f8d-8ec9-a129bb16cf32.mp4
2024-06-08 22:15:41,0b01849a-cb73-47e1-ab3f-7d82cdfa34b5,https://s3.ritm.media/yappy-db-duplicates/0b01849a-cb73-47e1-ab3f-7d82cdfa34b5.mp4
2024-06-08 23:49:25,0e9cb9c3-a1f6-465a-83c0-9fe970147312,https://s3.ritm.media/yappy-db-duplicates/0e9cb9c3-a1f6-465a-83c0-9fe970147312.mp4
2024-06-09 01:13:06,1fbf64fa-d539-49f4-bcd6-1d2996453d2e,https://s3.ritm.media/yappy-db-duplicates/1fbf64fa-d539-49f4-bcd6-1d2996453d2e.mp4
2024-06-09 07:21:11,3e500c15-ffd4-4c74-92b0-dcad4bab92a9,https://s3.ritm.media/yappy-db-duplicates/3e500c15-ffd4-4c74-92b0-dcad4bab92a9.mp4
2024-06-09 09:55:23,411f611a-0a94-429d-9bd6-3efcd66c0bb0,https://s3.ritm.media/yappy-db-duplicates/411f611a-0a94-429d-9bd6-3efcd66c0bb0.mp4
2024-06-09 10:30:03,edbacae6-1694-47f1-9abf-e6352acba998,https://s3.ritm.media/yappy-db-duplicates/edbacae6-1694-47f1-9abf-e6352acba998.mp4
2024-06-09 10:38:23,29839028-3c0c-4410-ad87-c12ba73e970a,https://s3.ritm.media/yappy-db-duplicates/29839028-3c0c-4410-ad87-c12ba73e970a.mp4
2024-06-09 11:05:24,eb129696-beb7-482e-926a-6152ac28d4bd,https://s3.ritm.media/yappy-db-duplicates/eb129696-beb7-482e-926a-6152ac28d4bd.mp4
2024-06-09 11:07:11,148d5546-d548-4356-9758-fea8f78a6b53,https://s3.ritm.media/yappy-db-duplicates/148d5546-d548-4356-9758-fea8f78a6b53.mp4
2024-06-09 11:18:42,37bd2eb3-be49-441f-8a27-14339a572d8d,https://s3.ritm.media/yappy-db-duplicates/37bd2eb3-be49-441f-8a27-14339a572d8d.mp4
2024-06-09 12:41:20,435a628b-dd06-4b47-ba4a-ebd3e50301c3,https://s3.ritm.media/yappy-db-duplicates/435a628b-dd06-4b47-ba4a-ebd3e50301c3.mp4
2024-06-09 12:43:07,9791705f-d885-4c13-bb45-38f3d7620b05,https://s3.ritm.media/yappy-db-duplicates/9791705f-d885-4c13-bb45-38f3d7620b05.mp4
2024-06-09 14:49:16,2cfe40dc-1cb3-4388-832d-4afcd3310f0b,https://s3.ritm.media/yappy-db-duplicates/2cfe40dc-1cb3-4388-832d-4afcd3310f0b.mp4
2024-06-09 15:19:25,00c74cb8-5863-4790-9640-eb3e3c23dc9a,https://s3.ritm.media/yappy-db-duplicates/00c74cb8-5863-4790-9640-eb3e3c23dc9a.mp4
2024-06-09 17:17:39,0f78805c-fead-4da1-8b15-236f5dc5e3d7,https://s3.ritm.media/yappy-db-duplicates/0f78805c-fead-4da1-8b15-236f5dc5e3d7.mp4
2024-06-09 18:39:03,03ed14a1-8a28-438a-8d4c-4e0ad01ba6bb,https://s3.ritm.media/yappy-db-duplicates/03ed14a1-8a28-438a-8d4c-4e0ad01ba6bb.mp4
2024-06-09 21:42:44,36a9c90d-f7bf-4b7d-a62f-720ee39a0a3b,https://s3.ritm.media/yappy-db-duplicates/36a9c90d-f7bf-4b7d-a62f-720ee39a0a3b.mp4
2024-06-09 22:38:43,4951a5f0-809c-4bc3-a917-d51e5e4d0ede,https://s3.ritm.media/yappy-db-duplicates/4951a5f0-809c-4bc3-a917-d51e5e4d0ede.mp4
2024-06-10 06:56:32,56fb847b-d57b-4043-926f-64769385f4a6,https://s3.ritm.media/yappy-db-duplicates/56fb847b-d57b-4043-926f-64769385f4a6.mp4
2024-06-10 07:30:41,1dfd5ee7-2488-4c21-a181-b719238197ce,https://s3.ritm.media/yappy-db-duplicates/1dfd5ee7-2488-4c21-a181-b719238197ce.mp4
2024-06-10 10:31:55,14657a8c-e3d4-4e55-8845-db1840616a7e,https://s3.ritm.media/yappy-db-duplicates/14657a8c-e3d4-4e55-8845-db1840616a7e.mp4
2024-06-10 13:16:10,f2204386-021d-4c3b-9467-c18464bcfd98,https://s3.ritm.media/yappy-db-duplicates/f2204386-021d-4c3b-9467-c18464bcfd98.mp4
2024-06-10 17:35:54,44c893e6-c7bf-47ad-9c95-0174ee1c55dc,https://s3.ritm.media/yappy-db-duplicates/44c893e6-c7bf-47ad-9c95-0174ee1c55dc.mp4
2024-06-10 19:16:17,5ae075f8-399b-4cf0-820b-f8650b2e0858,https://s3.ritm.media/yappy-db-duplicates/5ae075f8-399b-4cf0-820b-f8650b2e0858.mp4
2024-06-10 20:59:12,4a4d307c-e727-45e6-8d6e-ac14462d042c,https://s3.ritm.media/yappy-db-duplicates/4a4d307c-e727-45e6-8d6e-ac14462d042c.mp4
2024-06-11 00:58:51,81f87ed8-fc69-4742-aac2-ec34b1f706f2,https://s3.ritm.media/yappy-db-duplicates/81f87ed8-fc69-4742-aac2-ec34b1f706f2.mp4
2024-06-11 05:51:35,8526825a-e752-4910-8121-780e5fd3f9cd,https://s3.ritm.media/yappy-db-duplicates/8526825a-e752-4910-8121-780e5fd3f9cd.mp4
2024-06-11 07:10:07,236bc19d-f86d-4011-9908-04d30262a82a,https://s3.ritm.media/yappy-db-duplicates/236bc19d-f86d-4011-9908-04d30262a82a.mp4
2024-06-11 12:32:46,eabff50a-4bd5-47c6-853b-ae8ff476584a,https://s3.ritm.media/yappy-db-duplicates/eabff50a-4bd5-47c6-853b-ae8ff476584a.mp4
2024-06-11 12:51:33,3aad2ce3-bff3-416e-afe9-2db848c959bd,https://s3.ritm.media/yappy-db-duplicates/3aad2ce3-bff3-416e-afe9-2db848c959bd.mp4
2024-06-11 18:10:38,02e00046-ca4c-43a9-a262-dd7c5cdf299c,https://s3.ritm.media/yappy-db-duplicates/02e00046-ca4c-43a9-a262-dd7c5cdf299c.mp4
2024-06-11 18:16:12,15f456ef-b474-4738-a4d7-fae4983685ec,https://s3.ritm.media/yappy-db-duplicates/15f456ef-b474-4738-a4d7-fae4983685ec.mp4
2024-06-11 21:50:10,52eaef45-4071-4e4e-8ad9-c2acbaf5a147,https://s3.ritm.media/yappy-db-duplicates/52eaef45-4071-4e4e-8ad9-c2acbaf5a147.mp4
2024-06-12 01:06:45,ee4fc39e-3585-4f70-b5e7-4b64ef640ae1,https://s3.ritm.media/yappy-db-duplicates/ee4fc39e-3585-4f70-b5e7-4b64ef640ae1.mp4
2024-06-12 02:06:58,2bd7bc16-cf48-4700-8743-070e7c4636a4,https://s3.ritm.media/yappy-db-duplicates/2bd7bc16-cf48-4700-8743-070e7c4636a4.mp4
2024-06-12 08:49:37,80b8d5b4-3756-48d2-854c-c4df06aa768f,https://s3.ritm.media/yappy-db-duplicates/80b8d5b4-3756-48d2-854c-c4df06aa768f.mp4
2024-06-12 08:57:03,1e04d8a4-4bb2-4e2f-bc11-f6d10e136f71,https://s3.ritm.media/yappy-db-duplicates/1e04d8a4-4bb2-4e2f-bc11-f6d10e136f71.mp4
2024-06-12 09:42:26,20fd148f-21f3-44a5-a0de-d210422820fe,https://s3.ritm.media/yappy-db-duplicates/20fd148f-21f3-44a5-a0de-d210422820fe.mp4
2024-06-12 12:07:52,161877d9-5769-4ee5-8be4-c4506862b2bc,https://s3.ritm.media/yappy-db-duplicates/161877d9-5769-4ee5-8be4-c4506862b2bc.mp4
2024-06-12 17:38:38,4bae7455-e623-49a5-a199-a34e84f52838,https://s3.ritm.media/yappy-db-duplicates/4bae7455-e623-49a5-a199-a34e84f52838.mp4
2024-06-12 17:41:32,2f160bfb-f3a4-4ce5-8525-e1537b666686,https://s3.ritm.media/yappy-db-duplicates/2f160bfb-f3a4-4ce5-8525-e1537b666686.mp4
2024-06-12 23:13:57,4bca443c-c599-4af1-a054-52d33042c298,https://s3.ritm.media/yappy-db-duplicates/4bca443c-c599-4af1-a054-52d33042c298.mp4
2024-06-13 02:11:39,1f4662df-1c5b-49fc-b186-3eb8281b4d73,https://s3.ritm.media/yappy-db-duplicates/1f4662df-1c5b-49fc-b186-3eb8281b4d73.mp4
2024-06-13 02:34:30,528ba0ca-de28-46ed-8bc4-c2256f820b55,https://s3.ritm.media/yappy-db-duplicates/528ba0ca-de28-46ed-8bc4-c2256f820b55.mp4
2024-06-13 05:53:08,6dea4742-addb-49d0-8d94-46c9731d50ed,https://s3.ritm.media/yappy-db-duplicates/6dea4742-addb-49d0-8d94-46c9731d50ed.mp4
2024-06-13 07:09:08,110de471-9404-4ba7-8bae-eaceb1a2dc9e,https://s3.ritm.media/yappy-db-duplicates/110de471-9404-4ba7-8bae-eaceb1a2dc9e.mp4
2024-06-13 07:28:34,0082f28a-16bb-4df7-9d74-7dd720d9547e,https://s3.ritm.media/yappy-db-duplicates/0082f28a-16bb-4df7-9d74-7dd720d9547e.mp4
2024-06-13 13:01:24,3c827d68-24ce-4e1d-87be-13b6472f3fa0,https://s3.ritm.media/yappy-db-duplicates/3c827d68-24ce-4e1d-87be-13b6472f3fa0.mp4
2024-06-13 14:43:51,56ad43ff-5f8b-4f69-a710-544f0689c316,https://s3.ritm.media/yappy-db-duplicates/56ad43ff-5f8b-4f69-a710-544f0689c316.mp4
2024-06-13 18:45:29,8cf4856d-b085-4671-8065-e4c53cea21a7,https://s3.ritm.media/yappy-db-duplicates/8cf4856d-b085-4671-8065-e4c53cea21a7.mp4
2024-06-13 20:41:27,607f4762-bf1b-4a06-89f9-7151e2356451,https://s3.ritm.media/yappy-db-duplicates/607f4762-bf1b-4a06-89f9-7151e2356451.mp4
2024-06-14 08:15:29,74d5c166-de57-48ef-9e58-05d6edaac9c5,https://s3.ritm.media/yappy-db-duplicates/74d5c166-de57-48ef-9e58-05d6edaac9c5.mp4
2024-06-14 08:40:01,0f8c73c3-e4b2-4c09-8215-3ab32e3cbbbf,https://s3.ritm.media/yappy-db-duplicates/0f8c73c3-e4b2-4c09-8215-3ab32e3cbbbf.mp4
2024-06-14 09:14:23,832cba7f-ac59-4cc5-ad4b-91f99775ca96,https://s3.ritm.media/yappy-db-duplicates/832cba7f-ac59-4cc5-ad4b-91f99775ca96.mp4
2024-06-14 09:40:26,9ba1f8c9-8560-4ccc-a544-d9e7c5f34169,https://s3.ritm.media/yappy-db-duplicates/9ba1f8c9-8560-4ccc-a544-d9e7c5f34169.mp4
