,created,uuid,link,is_duplicate,duplicate_for,is_hard
179,2024-06-01 18:56:04,0e0bc479-6a06-4901-8e71-99463edc5e52,https://s3.ritm.media/yappy-db-duplicates/0e0bc479-6a06-4901-8e71-99463edc5e52.mp4,False,,False
181,2024-06-01 19:09:52,b5f191e6-42e0-43f5-8773-560643de17fb,https://s3.ritm.media/yappy-db-duplicates/b5f191e6-42e0-43f5-8773-560643de17fb.mp4,True,314d2988-eb85-4581-8416-da998e036afe,False
185,2024-06-01 19:46:07,831b9496-e31e-4af5-a7e7-c20b73aea75b,https://s3.ritm.media/yappy-db-duplicates/831b9496-e31e-4af5-a7e7-c20b73aea75b.mp4,False,,False
186,2024-06-01 19:46:57,24db7249-0ab9-4ca0-b57e-7f8ce19ec41e,https://s3.ritm.media/yappy-db-duplicates/24db7249-0ab9-4ca0-b57e-7f8ce19ec41e.mp4,False,,False
187,2024-06-01 19:55:32,4a9569e5-4cc5-46c6-853c-a9d3751c9c04,https://s3.ritm.media/yappy-db-duplicates/4a9569e5-4cc5-46c6-853c-a9d3751c9c04.mp4,False,,False
194,2024-06-01 20:39:28,43c15e83-7f62-46c7-b4dd-7097279cb0e4,https://s3.ritm.media/yappy-db-duplicates/43c15e83-7f62-46c7-b4dd-7097279cb0e4.mp4,False,,False
195,2024-06-01 20:53:41,025ee26a-7391-4f60-878a-7fc1928a967b,https://s3.ritm.media/yappy-db-duplicates/025ee26a-7391-4f60-878a-7fc1928a967b.mp4,True,0fd09c1b-e19e-4b6e-84e6-35f9d4fc6f72,False
196,2024-06-01 20:54:02,3b447013-9202-415d-ae15-b1d76ce8e060,https://s3.ritm.media/yappy-db-duplicates/3b447013-9202-415d-ae15-b1d76ce8e060.mp4,False,,False
200,2024-06-01 21:13:52,34554b97-0ee4-4967-b4f3-c4517ac2fe16,https://s3.ritm.media/yappy-db-duplicates/34554b97-0ee4-4967-b4f3-c4517ac2fe16.mp4,False,,False
201,2024-06-01 21:23:04,0b3261ba-611d-4e0d-a642-354446b574be,https://s3.ritm.media/yappy-db-duplicates/0b3261ba-611d-4e0d-a642-354446b574be.mp4,False,,False
207,2024-06-01 21:51:42,55aaa855-665b-4308-8394-1599c7e26803,https://s3.ritm.media/yappy-db-duplicates/55aaa855-665b-4308-8394-1599c7e26803.mp4,False,,False
212,2024-06-01 22:04:03,a18324cf-b2ad-41e2-86b8-e6923c5fdc36,https://s3.ritm.media/yappy-db-duplicates/a18324cf-b2ad-41e2-86b8-e6923c5fdc36.mp4,True,2da574f2-5ae7-4d85-9f5b-c2970a315c1c,False
217,2024-06-01 22:50:24,1a713f01-e2e1-48e8-83f3-2c90938ba197,https://s3.ritm.media/yappy-db-duplicates/1a713f01-e2e1-48e8-83f3-2c90938ba197.mp4,False,,False
221,2024-06-01 23:12:31,2253aaa4-b29c-4b7d-b9cc-9286d23c44e8,https://s3.ritm.media/yappy-db-duplicates/2253aaa4-b29c-4b7d-b9cc-9286d23c44e8.mp4,True,3a20cbaf-798a-4b25-b2c1-e41e1c6ecd09,False
226,2024-06-02 00:01:14,0af145dd-e5f1-4cc1-a755-4e9a52ea2435,https://s3.ritm.media/yappy-db-duplicates/0af145dd-e5f1-4cc1-a755-4e9a52ea2435.mp4,False,,False
233,2024-06-02 00:35:18,23a42750-4939-48eb-9441-e7a1fb345c13,https://s3.ritm.media/yappy-db-duplicates/23a42750-4939-48eb-9441-e7a1fb345c13.mp4,False,,False
235,2024-06-02 00:38:04,1a36c3e6-7437-4cde-a1df-2cd352da7a7b,https://s3.ritm.media/yappy-db-duplicates/1a36c3e6-7437-4cde-a1df-2cd352da7a7b.mp4,False,,False
238,2024-06-02 00:52:03,26ed4f7a-c158-48eb-b1a5-7449aaef00cd,https://s3.ritm.media/yappy-db-duplicates/26ed4f7a-c158-48eb-b1a5-7449aaef00cd.mp4,False,,False
239,2024-06-02 00:58:12,3100bd7e-f758-4a55-8f24-d23476943aef,https://s3.ritm.media/yappy-db-duplicates/3100bd7e-f758-4a55-8f24-d23476943aef.mp4,False,,False
240,2024-06-02 01:14:20,99c8cd59-5995-4981-8346-460d40e4eed3,https://s3.ritm.media/yappy-db-duplicates/99c8cd59-5995-4981-8346-460d40e4eed3.mp4,True,1a713f01-e2e1-48e8-83f3-2c90938ba197,False
241,2024-06-02 01:24:36,2f056c14-46a3-4222-81af-9a962d31fd19,https://s3.ritm.media/yappy-db-duplicates/2f056c14-46a3-4222-81af-9a962d31fd19.mp4,False,,False
244,2024-06-02 01:47:22,2d60d377-b4f3-4f7c-b1b8-ce8bd22184f6,https://s3.ritm.media/yappy-db-duplicates/2d60d377-b4f3-4f7c-b1b8-ce8bd22184f6.mp4,False,,False
253,2024-06-02 02:31:47,462f0220-4212-463d-94b9-cdb354e2cb88,https://s3.ritm.media/yappy-db-duplicates/462f0220-4212-463d-94b9-cdb354e2cb88.mp4,False,,False
261,2024-06-02 02:59:20,0f7fd4ac-6cbb-4fac-ae8d-1a77a8237169,https://s3.ritm.media/yappy-db-duplicates/0f7fd4ac-6cbb-4fac-ae8d-1a77a8237169.mp4,False,,False
262,2024-06-02 03:01:17,3e45c1a2-56e7-40fb-beff-fa8acf39251f,https://s3.ritm.media/yappy-db-duplicates/3e45c1a2-56e7-40fb-beff-fa8acf39251f.mp4,False,,False
275,2024-06-02 04:25:21,2befdf6e-36db-41f3-885c-74dd7160d4f0,https://s3.ritm.media/yappy-db-duplicates/2befdf6e-36db-41f3-885c-74dd7160d4f0.mp4,False,,False
280,2024-06-02 04:57:18,3fad5244-fb3d-4b93-bcca-92d9c2671915,https://s3.ritm.media/yappy-db-duplicates/3fad5244-fb3d-4b93-bcca-92d9c2671915.mp4,False,,False
282,2024-06-02 05:01:45,1f2b0fea-ffd7-4c7e-bf24-fac188670fc5,https://s3.ritm.media/yappy-db-duplicates/1f2b0fea-ffd7-4c7e-bf24-fac188670fc5.mp4,False,,False
283,2024-06-02 05:02:56,57ab4678-5c5a-4170-9899-fa899a27baaf,https://s3.ritm.media/yappy-db-duplicates/57ab4678-5c5a-4170-9899-fa899a27baaf.mp4,False,,False
286,2024-06-02 05:16:31,48818b2f-c6d6-4a93-b1b5-7c540acef083,https://s3.ritm.media/yappy-db-duplicates/48818b2f-c6d6-4a93-b1b5-7c540acef083.mp4,False,,False
293,2024-06-02 06:14:51,3f483df8-3b68-4057-8690-d4ee562cb4bd,https://s3.ritm.media/yappy-db-duplicates/3f483df8-3b68-4057-8690-d4ee562cb4bd.mp4,False,,False
294,2024-06-02 06:19:13,17526f87-b1ef-47ce-86b4-ee1b9be86ae6,https://s3.ritm.media/yappy-db-duplicates/17526f87-b1ef-47ce-86b4-ee1b9be86ae6.mp4,False,,False
303,2024-06-02 07:08:29,0480dd88-0d3b-4f15-81bd-aa18d6fe7976,https://s3.ritm.media/yappy-db-duplicates/0480dd88-0d3b-4f15-81bd-aa18d6fe7976.mp4,False,,False
305,2024-06-02 07:19:29,199d5f08-49ae-4f9a-8fc6-52b251c4e958,https://s3.ritm.media/yappy-db-duplicates/199d5f08-49ae-4f9a-8fc6-52b251c4e958.mp4,False,,False
312,2024-06-02 07:48:03,1f724465-f484-4428-afb8-7e89283e0203,https://s3.ritm.media/yappy-db-duplicates/1f724465-f484-4428-afb8-7e89283e0203.mp4,False,,False
318,2024-06-02 08:12:24,4867e952-315b-49b9-b3f8-ed4a0655ac5a,https://s3.ritm.media/yappy-db-duplicates/4867e952-315b-49b9-b3f8-ed4a0655ac5a.mp4,False,,False
320,2024-06-02 08:23:11,1c9d65e3-133a-49ad-8317-91a7b1dcb6c1,https://s3.ritm.media/yappy-db-duplicates/1c9d65e3-133a-49ad-8317-91a7b1dcb6c1.mp4,False,,False
323,2024-06-02 08:41:49,0bb05ef0-7bc2-4057-a706-563946e594ed,https://s3.ritm.media/yappy-db-duplicates/0bb05ef0-7bc2-4057-a706-563946e594ed.mp4,False,,False
328,2024-06-02 09:13:47,375c08d7-690b-459c-bde5-caf70214ee26,https://s3.ritm.media/yappy-db-duplicates/375c08d7-690b-459c-bde5-caf70214ee26.mp4,False,,False
332,2024-06-02 09:49:07,135713bc-cbb5-4d92-aed9-ec242ea260d1,https://s3.ritm.media/yappy-db-duplicates/135713bc-cbb5-4d92-aed9-ec242ea260d1.mp4,False,,False
339,2024-06-02 10:18:11,2022dd56-89ce-403a-a18e-ce7360833cba,https://s3.ritm.media/yappy-db-duplicates/2022dd56-89ce-403a-a18e-ce7360833cba.mp4,False,,False
341,2024-06-02 10:23:49,31624ab7-03cf-4d50-a409-9bf9e666f414,https://s3.ritm.media/yappy-db-duplicates/31624ab7-03cf-4d50-a409-9bf9e666f414.mp4,False,,False
348,2024-06-02 10:48:21,3c4480f7-d0e3-4844-9ddf-9d1cf00fd442,https://s3.ritm.media/yappy-db-duplicates/3c4480f7-d0e3-4844-9ddf-9d1cf00fd442.mp4,False,,False
350,2024-06-02 11:10:48,4d6bbb66-1e10-4192-88d7-1d00c85e187b,https://s3.ritm.media/yappy-db-duplicates/4d6bbb66-1e10-4192-88d7-1d00c85e187b.mp4,False,,False
351,2024-06-02 11:11:24,42cc83db-5905-43cd-a85b-5e1b49c3379f,https://s3.ritm.media/yappy-db-duplicates/42cc83db-5905-43cd-a85b-5e1b49c3379f.mp4,False,,False
355,2024-06-02 11:20:40,32e3d749-9112-4eef-b179-078f7d111d59,https://s3.ritm.media/yappy-db-duplicates/32e3d749-9112-4eef-b179-078f7d111d59.mp4,False,,False
359,2024-06-02 11:33:20,1be79372-66f0-4322-b8c9-21fb7858dfd1,https://s3.ritm.media/yappy-db-duplicates/1be79372-66f0-4322-b8c9-21fb7858dfd1.mp4,False,,False
363,2024-06-02 11:48:57,152635cb-ecc5-40d0-b76b-4449820c68ca,https://s3.ritm.media/yappy-db-duplicates/152635cb-ecc5-40d0-b76b-4449820c68ca.mp4,False,,False
370,2024-06-02 12:59:26,55d1894a-4052-4e77-9769-f2511d3bd786,https://s3.ritm.media/yappy-db-duplicates/55d1894a-4052-4e77-9769-f2511d3bd786.mp4,False,,False
371,2024-06-02 13:08:16,4d117e94-0d9d-4a04-b157-9e6d9633ffc7,https://s3.ritm.media/yappy-db-duplicates/4d117e94-0d9d-4a04-b157-9e6d9633ffc7.mp4,False,,False
373,2024-06-02 13:14:44,0409cf4d-acf5-48b0-ab20-92e58d0ba023,https://s3.ritm.media/yappy-db-duplicates/0409cf4d-acf5-48b0-ab20-92e58d0ba023.mp4,False,,False
380,2024-06-02 13:40:33,412f89eb-ceac-4fd3-864b-2c0c759b7ce5,https://s3.ritm.media/yappy-db-duplicates/412f89eb-ceac-4fd3-864b-2c0c759b7ce5.mp4,False,,False
382,2024-06-02 13:47:05,52b2f9ff-aad2-4269-8466-f141cacb9796,https://s3.ritm.media/yappy-db-duplicates/52b2f9ff-aad2-4269-8466-f141cacb9796.mp4,False,,False
384,2024-06-02 13:59:52,090cb968-02eb-4aba-8b94-f6124050df59,https://s3.ritm.media/yappy-db-duplicates/090cb968-02eb-4aba-8b94-f6124050df59.mp4,False,,False
385,2024-06-02 14:07:30,57e7f0f5-26be-49a6-a0be-1d3b2ac36767,https://s3.ritm.media/yappy-db-duplicates/57e7f0f5-26be-49a6-a0be-1d3b2ac36767.mp4,False,,False
392,2024-06-02 14:36:24,5408b62f-2ed6-486c-aab2-b909c6d2c232,https://s3.ritm.media/yappy-db-duplicates/5408b62f-2ed6-486c-aab2-b909c6d2c232.mp4,False,,False
395,2024-06-02 15:10:22,2c665e40-afd3-4251-8742-c57c5ca1f98e,https://s3.ritm.media/yappy-db-duplicates/2c665e40-afd3-4251-8742-c57c5ca1f98e.mp4,False,,False
397,2024-06-02 15:19:03,36b93a80-a47e-4585-877c-d34e0fa47df9,https://s3.ritm.media/yappy-db-duplicates/36b93a80-a47e-4585-877c-d34e0fa47df9.mp4,False,,False
398,2024-06-02 15:22:08,28ad5c7f-c17c-4eba-8508-ff785b67c509,https://s3.ritm.media/yappy-db-duplicates/28ad5c7f-c17c-4eba-8508-ff785b67c509.mp4,False,,False
403,2024-06-02 15:45:33,3e0ca8f5-8ddb-48be-99fe-31c8af1781a2,https://s3.ritm.media/yappy-db-duplicates/3e0ca8f5-8ddb-48be-99fe-31c8af1781a2.mp4,False,,False
404,2024-06-02 15:50:07,0ed6b759-fa1b-46bf-bf99-9eb89761c463,https://s3.ritm.media/yappy-db-duplicates/0ed6b759-fa1b-46bf-bf99-9eb89761c463.mp4,False,,False
405,2024-06-02 15:59:55,421d34f6-f907-49e1-85d3-7ba74a20a173,https://s3.ritm.media/yappy-db-duplicates/421d34f6-f907-49e1-85d3-7ba74a20a173.mp4,False,,False
406,2024-06-02 16:07:06,30e142d5-f7c0-4ff8-a74f-e6bacd33257d,https://s3.ritm.media/yappy-db-duplicates/30e142d5-f7c0-4ff8-a74f-e6bacd33257d.mp4,False,,False
407,2024-06-02 16:12:05,527577af-7e90-44a9-bf1a-7f724ef745f9,https://s3.ritm.media/yappy-db-duplicates/527577af-7e90-44a9-bf1a-7f724ef745f9.mp4,False,,False
408,2024-06-02 16:20:52,15e4f5d0-2d16-40dd-9ff9-9b2a7ccd5785,https://s3.ritm.media/yappy-db-duplicates/15e4f5d0-2d16-40dd-9ff9-9b2a7ccd5785.mp4,False,,False
415,2024-06-02 16:42:39,12ec9111-0c60-4673-a431-4fcbbeaf63e4,https://s3.ritm.media/yappy-db-duplicates/12ec9111-0c60-4673-a431-4fcbbeaf63e4.mp4,False,,False
417,2024-06-02 16:54:18,2ee54ec2-17f4-4fa4-a940-0ccb1a254107,https://s3.ritm.media/yappy-db-duplicates/2ee54ec2-17f4-4fa4-a940-0ccb1a254107.mp4,False,,False
419,2024-06-02 17:08:02,023cab49-d4ae-4b16-be16-c7dd44dd392b,https://s3.ritm.media/yappy-db-duplicates/023cab49-d4ae-4b16-be16-c7dd44dd392b.mp4,False,,False
420,2024-06-02 17:10:13,4519708e-7f2b-4a28-a708-cad1f2f031d9,https://s3.ritm.media/yappy-db-duplicates/4519708e-7f2b-4a28-a708-cad1f2f031d9.mp4,False,,False
423,2024-06-02 17:27:03,27651b27-c713-4373-a232-2ac5da770daf,https://s3.ritm.media/yappy-db-duplicates/27651b27-c713-4373-a232-2ac5da770daf.mp4,False,,False
424,2024-06-02 17:29:27,50bf699b-7f84-4f26-9cef-092770362a67,https://s3.ritm.media/yappy-db-duplicates/50bf699b-7f84-4f26-9cef-092770362a67.mp4,False,,False
430,2024-06-02 17:48:57,2064eb76-9ff1-445a-8eae-2b47e757c9aa,https://s3.ritm.media/yappy-db-duplicates/2064eb76-9ff1-445a-8eae-2b47e757c9aa.mp4,False,,False
431,2024-06-02 17:49:42,3b6af836-ccfd-4dfa-83b1-937f4f62e8a1,https://s3.ritm.media/yappy-db-duplicates/3b6af836-ccfd-4dfa-83b1-937f4f62e8a1.mp4,False,,False
432,2024-06-02 17:52:42,1d1d07a8-4241-4624-ab14-aa24fbd16479,https://s3.ritm.media/yappy-db-duplicates/1d1d07a8-4241-4624-ab14-aa24fbd16479.mp4,False,,False
443,2024-06-02 18:22:11,04c28b5c-3eb3-429b-beb0-5a2630d4b982,https://s3.ritm.media/yappy-db-duplicates/04c28b5c-3eb3-429b-beb0-5a2630d4b982.mp4,False,,False
444,2024-06-02 18:28:24,1edd4983-8a1d-48ca-9929-bb8a407e50b6,https://s3.ritm.media/yappy-db-duplicates/1edd4983-8a1d-48ca-9929-bb8a407e50b6.mp4,False,,False
446,2024-06-02 18:44:16,4065c834-3d34-4ba4-88b2-6c3c6e0e4bbb,https://s3.ritm.media/yappy-db-duplicates/4065c834-3d34-4ba4-88b2-6c3c6e0e4bbb.mp4,False,,False
448,2024-06-02 18:56:47,13714353-9b20-4de2-aa12-bafb9ed42fd0,https://s3.ritm.media/yappy-db-duplicates/13714353-9b20-4de2-aa12-bafb9ed42fd0.mp4,False,,False
453,2024-06-02 19:21:28,4fcd1597-6e72-4b96-87bb-148edc7424e3,https://s3.ritm.media/yappy-db-duplicates/4fcd1597-6e72-4b96-87bb-148edc7424e3.mp4,False,,False
454,2024-06-02 19:21:50,04ea0895-62a9-4966-9b15-0fae0182ec2a,https://s3.ritm.media/yappy-db-duplicates/04ea0895-62a9-4966-9b15-0fae0182ec2a.mp4,False,,False
462,2024-06-02 20:00:31,57ea9230-51b6-4d6f-baaf-ee06c0d78318,https://s3.ritm.media/yappy-db-duplicates/57ea9230-51b6-4d6f-baaf-ee06c0d78318.mp4,False,,False
469,2024-06-02 20:42:00,28fcc04e-1e01-499e-97d7-65d85c2f14bf,https://s3.ritm.media/yappy-db-duplicates/28fcc04e-1e01-499e-97d7-65d85c2f14bf.mp4,False,,False
473,2024-06-02 21:07:34,24a48567-5514-4e18-b95a-75f92480c65c,https://s3.ritm.media/yappy-db-duplicates/24a48567-5514-4e18-b95a-75f92480c65c.mp4,False,,False
477,2024-06-02 21:32:35,5acd8e68-99fe-43fd-b9f9-b2279bdc9372,https://s3.ritm.media/yappy-db-duplicates/5acd8e68-99fe-43fd-b9f9-b2279bdc9372.mp4,True,0af145dd-e5f1-4cc1-a755-4e9a52ea2435,False
485,2024-06-02 21:47:44,0364d8dc-8920-42c2-9ec4-a72361cb952c,https://s3.ritm.media/yappy-db-duplicates/0364d8dc-8920-42c2-9ec4-a72361cb952c.mp4,False,,False
